createur,voie,commanditaire,page_annonceuse,debut_diffusion,plateformes,ad_id,extrait,page_facebook
@pamplemousse_peluches,pseudo ecrit tel quel,CLIPP,Tétine Clipp,2025-12-12,instagram,1174028561029846,"🎄 CONCOURS CLIPP x PAMPLEMOUSSE PELUCHES 🎄  Avant-dernière surprise de décembre ! ✨ Pour rendre ce mois encore plus magique, Clipp et @pamplemousse_peluches vous gâtent avec un cadeau tout doux : le doudou oie Astrid 🧡 Un doudou tout doux, en velours bio et fausse fourrure, avec yeux brodés, attache-tétine en Liberty, et même une étiquette “Doudou Perdu” pour que l'angoisse de l'égarer ne soit plus qu'un mauvais souvenir ! Astrid est aussi personnali",https://www.facebook.com/100329669529830
yeux,vocabulaire de collaboration,CLIPP,Tétine Clipp,2025-12-12,instagram,1174028561029846,"...urprise de décembre ! ✨ Pour rendre ce mois encore plus magique, Clipp et @pamplemousse_peluches vous gâtent avec un cadeau tout doux : le doudou oie Astrid 🧡 Un doudou tout doux, en velours bio et fausse fourrure, avec yeux brodés, attache-tétine en Liberty, et même une étiquette “Doudou Perdu” pour que l'angoisse de l'égarer ne soit plus qu'un mauvais souvenir ! Astrid est aussi personnalisable (initiales, prénom, petit mot…), pour en faire un compagnon vraiment unique.  Pour participer : ➡️ Être abonné(e) aux deux comptes (@tetinec",https://www.facebook.com/100329669529830
@play.carpeto,pseudo ecrit tel quel,CLIPP,Tétine Clipp,2025-12-06,instagram,1985012062063078,"...peto ? • Convient de 2 à 12 ans • Matière résistante : Jersey + Néoprène • Antidérapant & lavable en machine • Imaginé et créé à Rennes, en Bretagne  Pour participer : ➡️ Être abonné(e) aux deux comptes (@tetineclipp et @play.carpeto) ➡️ Liker les 5 dernières publications des deux comptes ➡️ Commenter ce post pour confirmer votre participation 💛  🎁 Tirage au sort le 12 décembre. Bonne chance à tous ✨ Clipp - Tétine de sevrage bienveillante ! 🥰 (@tetineclipp) • Instagram photos and videos",https://www.facebook.com/100329669529830
@cleene_fr,pseudo ecrit tel quel,CLIPP,Tétine Clipp,2025-12-02,instagram,851024494210726,"...ur vous gâter : on vous offre un dentifrice enfant (0-6 ans, goût fraise 🍓), parfait pour rendre le rituel de brossage des petits encore plus doux 😁  Pour participer : ➡️ Être abonné(e) aux deux comptes (@tetineclipp et @cleene_fr) ➡️ Liker les 5 dernières publications des deux comptes ➡️ Commenter ce post pour confirmer votre participation 💛  🎁 Tirage au sort le 6 décembre. Bonne chance à tous ✨ Clipp - Tétine de sevrage bienveillante ! 🥰 (@tetineclipp) • Instagram photos and videos",https://www.facebook.com/100329669529830
commentaire,vocabulaire de collaboration,CLIPP,Tétine Clipp,2025-09-08,facebook | instagram,1416703846085145,...🌈✨ Envie d’aider votre enfant à arrêter facilement la tétine ? 😉 Nous mettons en jeu 3 tétines couleur (il y aura donc 3 gagnants). ❤️  Pour participer :  - Suivre @tetineclipp - Liker ce post - Taguer une personne par commentaire (plusieurs com = plus de chance de gagner 🤫).  ✨ Bonus : partager ce post en story en nous identifiant. 😉  Les 3 gagnant(e)s seront annoncé(e)s le Mercredi 17 Septembre. 🎉  Que la chance soit avec vous... 😅🍀 instagram.com,https://www.facebook.com/100329669529830
exemple,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-08-26,facebook | instagram | audience_network | threads,1542910957065691,"Mission du jour : réussir le pique-nique parfait. 🧺✨  Étape 1 : trouver un coin sympa Étape 2 : remplir le panier de bonnes choses (ton infusion Clipper Teas pref par exemple) Étape 3 : ramener tes besties 🫶🏼  Tague tes coéquipiers de pique-nique en commentaire ☀️  #ClipperTeas #Infusions #Thés #Summer Clipper Teas - Natural, Fair and Delicious Tea",https://www.facebook.com/327065664087258
exemple,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-08-26,facebook | instagram | audience_network | threads,27620535454312927,"Mission du jour : réussir le pique-nique parfait. 🧺✨  Étape 1 : trouver un coin sympa Étape 2 : remplir le panier de bonnes choses (ton infusion Clipper Teas pref par exemple) Étape 3 : ramener tes besties 🫶🏼  Tague tes coéquipiers de pique-nique en commentaire ☀️  #ClipperTeas #Infusions #Thés #Summer Clipper Teas - Natural, Fair and Delicious Tea",https://www.facebook.com/327065664087258
L'ÉTÉ,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-07-20,facebook | instagram | audience_network | messenger | threads,4469888576614446,THE RECETTE DE L'ÉTÉ 🍑  Une infusion glacée ultra fresh et fruitée parfaite pour chiller.  Pour ça il faut :  1 sachet de thé vert citron Clipper Teas 🫖 Citrons + pêches fraîches 🍑🍋 Un trait de sirop de framboise pour la touche sucrée 🍓 Glaçons 🧊  Le petit + ? Ça marche avec toutes les infusions Clipper Teas 😉  #ClipperTeas #Infusion,https://www.facebook.com/327065664087258
L'ÉTÉ,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-07-20,facebook | instagram | audience_network | threads,1928779421167091,THE RECETTE DE L'ÉTÉ 🍑  Une infusion glacée ultra fresh et fruitée parfaite pour chiller.  Pour ça il faut :  1 sachet de thé vert citron Clipper Teas 🫖 Citrons + pêches fraîches 🍑🍋 Un trait de sirop de framboise pour la touche sucrée 🍓 Glaçons 🧊  Le petit + ? Ça marche avec toutes les infusions Clipper Teas 😉  #ClipperTeas #Infusion,https://www.facebook.com/327065664087258
nouilles,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-05-05,facebook | instagram | audience_network | messenger | whatsapp | threads,1132511213275778,"...tine. 🫖  Commente « RECETTES » et je t’envoie le détail des recettes en DM 💌   🍓 Petit-déj — Smoothie bowl bananes, fruits rouges et flocons d’avoine, accompagné du thé blanc orange Zesty.  🥑 Déjeuner — Bol composé avec nouilles de sarrasin, merguez végétale, brocolis, tomates rôties, oignon et chèvre.  🍌 Goûter — Banana bread chocolat-myrtille, avec le thé vert mangue Gorgeous.  🥘 Dîner — Gratin de courgettes ultra réconfortant.  Et pour finir mon petit rituel cocooning avec l’infusion Marchand de Sable, camomille, mélisse et lavande",https://www.facebook.com/327065664087258
l’infusion,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-05-05,facebook | instagram | audience_network | messenger | whatsapp | threads,1132511213275778,"...rocolis, tomates rôties, oignon et chèvre.  🍌 Goûter — Banana bread chocolat-myrtille, avec le thé vert mangue Gorgeous.  🥘 Dîner — Gratin de courgettes ultra réconfortant.  Et pour finir mon petit rituel cocooning avec l’infusion Marchand de Sable, camomille, mélisse et lavande.  Alors elles vous tentent ces recettes ? 😍  collaboration commerciale rémunéré  _____  #bananabread #smoothiebowlrecipe #smoothiebowls  Idée repas / recette facile et rapide pour le déjeuner et le dîner",https://www.facebook.com/327065664087258
nouilles,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-05-05,facebook | instagram | audience_network | whatsapp | threads,2857694804575083,"...tine. 🫖  Commente « RECETTES » et je t’envoie le détail des recettes en DM 💌   🍓 Petit-déj — Smoothie bowl bananes, fruits rouges et flocons d’avoine, accompagné du thé blanc orange Zesty.  🥑 Déjeuner — Bol composé avec nouilles de sarrasin, merguez végétale, brocolis, tomates rôties, oignon et chèvre.  🍌 Goûter — Banana bread chocolat-myrtille, avec le thé vert mangue Gorgeous.  🥘 Dîner — Gratin de courgettes ultra réconfortant.  Et pour finir mon petit rituel cocooning avec l’infusion Marchand de Sable, camomille, mélisse et lavande",https://www.facebook.com/327065664087258
l’infusion,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-05-05,facebook | instagram | audience_network | whatsapp | threads,2857694804575083,"...rocolis, tomates rôties, oignon et chèvre.  🍌 Goûter — Banana bread chocolat-myrtille, avec le thé vert mangue Gorgeous.  🥘 Dîner — Gratin de courgettes ultra réconfortant.  Et pour finir mon petit rituel cocooning avec l’infusion Marchand de Sable, camomille, mélisse et lavande.  Alors elles vous tentent ces recettes ? 😍  collaboration commerciale rémunéré  _____  #bananabread #smoothiebowlrecipe #smoothiebowls  Idée repas / recette facile et rapide pour le déjeuner et le dîner",https://www.facebook.com/327065664087258
certains,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-05-04,facebook | instagram | audience_network | messenger | whatsapp | threads,931414869661968,"...perteasfr ☕️🇬🇧  🫖 Il ne se passe pas une seule journée sans que je boive une boisson chaude, et j’adore alterner selon mon mood et le moment de la journée ✨  Les Clipper Teas sont mes préférées parce que : • Bio et avec certains ingrédients issus du commerce équitable  • British vibes, c’est une marque anglaise, ce qui n’est évidemment pas pour me déplaire 🇬🇧  • Ils ont plein de saveurs originales, toutes plus délicieuses les unes que les autres !!  Voici les boissons bues ce jour-là : 🍃 Delicious Thé vert bio 🌸 Enchanting Thé blanc f",https://www.facebook.com/327065664087258
certains,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-05-04,facebook | instagram | audience_network | whatsapp | threads,1325333076151658,"...perteasfr ☕️🇬🇧  🫖 Il ne se passe pas une seule journée sans que je boive une boisson chaude, et j’adore alterner selon mon mood et le moment de la journée ✨  Les Clipper Teas sont mes préférées parce que : • Bio et avec certains ingrédients issus du commerce équitable  • British vibes, c’est une marque anglaise, ce qui n’est évidemment pas pour me déplaire 🇬🇧  • Ils ont plein de saveurs originales, toutes plus délicieuses les unes que les autres !!  Voici les boissons bues ce jour-là : 🍃 Delicious Thé vert bio 🌸 Enchanting Thé blanc f",https://www.facebook.com/327065664087258
plein,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-04-23,facebook | instagram | audience_network | messenger | whatsapp | threads,1545205277022511,Clap de fin pour la Delicious Street ✨  Merci à toutes et à tous d’être venus partager ces beaux moments avec nous 💛  On repart avec plein de delicious memories (et de good vibes) et surtout… l’envie de recommencer très vite 😏  #ClipperTeas #DeliciousStreet #Infusions #Thés,https://www.facebook.com/327065664087258
plein,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-04-23,facebook | instagram | audience_network | whatsapp | threads,1447864183277957,Clap de fin pour la Delicious Street ✨  Merci à toutes et à tous d’être venus partager ces beaux moments avec nous 💛  On repart avec plein de delicious memories (et de good vibes) et surtout… l’envie de recommencer très vite 😏  #ClipperTeas #DeliciousStreet #Infusions #Thés,https://www.facebook.com/327065664087258
descendre,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-04-21,facebook | instagram | audience_network | messenger | whatsapp | threads,1253661320262755,"Et parfois marcher +… ça commence juste par descendre quelques stations avant.   Ce jour-là, direction Bercy Village pour découvrir l’univers de @clipperteasfr et la Delicious street   Résultat : plus de 16 000 pas,un parc en fleurs, et une pause thé au soleil pour rester bien hydraté   Parce que non, les thés et infusions Clipper ce n’est pas que pour l’hiver.",https://www.facebook.com/327065664087258
descendre,vocabulaire de collaboration,CLIPP,Clipper Teas,2026-04-21,facebook | instagram | audience_network | whatsapp | threads,1685325439578481,"Et parfois marcher +… ça commence juste par descendre quelques stations avant.   Ce jour-là, direction Bercy Village pour découvrir l’univers de @clipperteasfr et la Delicious street   Résultat : plus de 16 000 pas,un parc en fleurs, et une pause thé au soleil pour rester bien hydraté   Parce que non, les thés et infusions Clipper ce n’est pas que pour l’hiver.",https://www.facebook.com/327065664087258
@Coralineball,pseudo ecrit tel quel,CLIPP,Clipper Teas,2026-03-26,facebook | instagram | audience_network | messenger | whatsapp | threads,4574971882734023,"Profitez des bonnes idées de @Coralineball pour passer un bon week-end… (et clairement, on valide à 100 %) 😏  👉🏼Direction la Delicious Street à Paris Bercy Village pour profiter d’un moment hyper joyful comme on les aime 😍  On vous attend nombreux les 27, 28 et 29 mars, entre 10h30 et 18h 🌸  #DeliciousStreet #ClipperTeas #Infusions #Thés",https://www.facebook.com/327065664087258
@Coralineball,pseudo ecrit tel quel,CLIPP,Clipper Teas,2026-03-26,facebook | instagram | audience_network | whatsapp | threads,937460582474777,"Profitez des bonnes idées de @Coralineball pour passer un bon week-end… (et clairement, on valide à 100 %) 😏  👉🏼Direction la Delicious Street à Paris Bercy Village pour profiter d’un moment hyper joyful comme on les aime 😍  On vous attend nombreux les 27, 28 et 29 mars, entre 10h30 et 18h 🌸  #DeliciousStreet #ClipperTeas #Infusions #Thés",https://www.facebook.com/327065664087258
